review_id,user_id,user_name,film_title,rating,review_text,review_date
1473,user_061,Anh Bùi,Phim_title_33,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-02-17
1474,user_355,Chị Thành Bùi,Phim_title_85,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-09-13
1475,user_293,Ông Hoàng Nguyễn,Phim_title_168,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-07-31
1476,user_442,Quang Mai,Phim_title_190,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-03-13
1477,user_353,Bảo Phú Trần,Phim_title_163,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-03-06
1478,user_225,Hà Bảo Hoàng,Phim_title_28,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-12-28
1479,user_055,Dũng Trần,Phim_title_68,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-07-25
1480,user_244,Nhật Dương,Phim_title_72,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-03-10
1481,user_210,Huy Nguyễn,Phim_title_197,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-04-12
1482,user_064,Chị Linh Mai,Phim_title_149,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-01-03
1483,user_193,Thành Quang Nguyễn,Phim_title_114,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-05-17
1484,user_094,Nam Vũ,Phim_title_33,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-04-23
1485,user_342,Nhật Lê,Phim_title_47,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-03-18
1486,user_360,Chị Thành Nguyễn,Phim_title_175,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-03-24
1487,user_063,Nhật Phú Mai,Phim_title_79,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-02-21
1488,user_125,Ông Huy Dương,Phim_title_143,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-01-06
1489,user_334,Khoa Phạm,Phim_title_194,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-06-25
1490,user_425,Trung Dương,Phim_title_3,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-11-10
1491,user_381,Kim Văn Bùi,Phim_title_127,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2020-11-06
1492,user_250,Cô Dương Vũ,Phim_title_91,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-06-14
1493,user_208,Yến Lê,Phim_title_120,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-05-02
1494,user_047,Tùng Dương,Phim_title_57,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-02-06
1495,user_328,Ngọc Hoàng,Phim_title_27,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-06-20
1496,user_152,Quý ông Tú Lê,Phim_title_51,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-09-24
1497,user_457,Phúc Phú Mai,Phim_title_137,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-12-24
1498,user_289,Nam Dương,Phim_title_78,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2020-10-30
1499,user_452,Châu Hải Lê,Phim_title_164,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-08-01
1500,user_156,Hạnh Mai Bảo Dương,Phim_title_64,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-06-27
1501,user_474,Quý cô Hải Bùi,Phim_title_2,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-02-13
1502,user_128,Bác Hoàng Đặng,Phim_title_2,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-02-03
1503,user_485,Hương Dương,Phim_title_141,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-04-04
1504,user_253,Bà Kim Bùi,Phim_title_191,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-07-18
1505,user_353,Bảo Phú Trần,Phim_title_106,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-06-08
1506,user_247,Quang Đức Nguyễn,Phim_title_48,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-11-19
1507,user_356,Quý ông Khoa Đặng,Phim_title_73,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-05-12
1508,user_419,Hà Nguyễn,Phim_title_129,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-03-06
1509,user_340,Hoàng Trần,Phim_title_128,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-11-18
1510,user_153,Quý cô Khoa Nguyễn,Phim_title_112,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-11-01
1511,user_388,Trọng Hoàng,Phim_title_58,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-11-05
1512,user_136,Chị Dương Nguyễn,Phim_title_106,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-03-04
1513,user_126,Chị Kim Phạm,Phim_title_114,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-01-05
1514,user_044,Quang Trí Phạm,Phim_title_118,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-04-11
1515,user_106,Duyên Hoàng,Phim_title_193,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-09-16
1516,user_222,Quang Dương,Phim_title_143,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-06-05
1517,user_397,Cô Hạnh Lê,Phim_title_133,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-12-29
1518,user_235,Hà Bùi,Phim_title_5,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-08-16
1519,user_293,Ông Hoàng Nguyễn,Phim_title_37,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-03-01
1520,user_138,Thành Hoàng Hoàng,Phim_title_162,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-01-25
1521,user_052,Bà Nhật Vũ,Phim_title_7,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-05-07
1522,user_162,Cô Dương Trần,Phim_title_148,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-03-15
1523,user_371,Bà Phương Trần,Phim_title_131,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-08-23
1524,user_042,Bà Linh Vũ,Phim_title_147,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-06-17
1525,user_026,Nam Hải Hoàng,Phim_title_194,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-09-25
1526,user_335,Chị Lâm Nguyễn,Phim_title_63,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-03-15
1527,user_201,Vân Đặng,Phim_title_34,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-11-03
1528,user_282,Hải Mai Bảo Vũ,Phim_title_31,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-02-01
1529,user_321,Minh Hoàng,Phim_title_102,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-02-13
1530,user_100,Minh Trí Phạm,Phim_title_117,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-10-08
1531,user_476,Phúc Hải Lê,Phim_title_175,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-06-21
1532,user_172,Chị Khoa Vũ,Phim_title_24,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-06-25
1533,user_118,Bà Yến Dương,Phim_title_26,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-10-11
1534,user_409,Quý ông Huy Mai,Phim_title_59,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-01-09
1535,user_393,Ánh Nguyễn,Phim_title_51,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-12-05
1536,user_162,Cô Dương Trần,Phim_title_84,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-06-03
1537,user_482,Anh Châu Trần,Phim_title_97,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-02-24
1538,user_217,Bà Ánh Trần,Phim_title_185,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-04-18
1539,user_051,Nhật Mai,Phim_title_64,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-08-26
1540,user_221,Bà Ngọc Trần,Phim_title_2,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-01-28
1541,user_032,Châu Dương,Phim_title_109,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-12-08
1542,user_403,Trung Dương,Phim_title_196,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-07-24
1543,user_105,Nhật Trí Vũ,Phim_title_51,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-02-21
1544,user_302,Huy Vũ,Phim_title_194,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-06-13
1545,user_112,Bác Nam Vũ,Phim_title_13,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-09-19
1546,user_273,Châu Nguyễn,Phim_title_177,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-10-20
1547,user_144,Lâm Tấn Dương,Phim_title_136,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-07-02
1548,user_296,Bác Minh Nguyễn,Phim_title_90,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-04-23
1549,user_320,Thành Phú Vũ,Phim_title_29,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2020-12-16
1550,user_434,Hạnh Trí Bùi,Phim_title_52,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-03-26
1551,user_217,Bà Ánh Trần,Phim_title_32,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-06-07
1552,user_136,Chị Dương Nguyễn,Phim_title_80,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-08-25
1553,user_031,Lâm Dương,Phim_title_90,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-04-09
1554,user_103,Kim Quang Bùi,Phim_title_193,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-08-13
1555,user_344,Trung Nguyễn,Phim_title_92,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-03-25
1556,user_071,Thảo Hoàng,Phim_title_100,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-06-06
1557,user_224,Ông Quang Trần,Phim_title_7,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-09-15
1558,user_252,Bà An Lê,Phim_title_179,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-05-31
1559,user_299,Phúc Lê,Phim_title_29,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-06-18
1560,user_121,Hưng Dương,Phim_title_38,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-08-17
1561,user_393,Ánh Nguyễn,Phim_title_178,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-04-01
1562,user_171,Ánh Bùi,Phim_title_156,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-01-05
1563,user_379,Nhật Đặng,Phim_title_31,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-12-09
1564,user_184,Chị Duyên Phạm,Phim_title_155,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-11-04
1565,user_168,Ngọc Bùi,Phim_title_20,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-07-25
1566,user_144,Lâm Tấn Dương,Phim_title_5,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-11-05
1567,user_372,Ánh Nguyễn,Phim_title_70,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-11-12
1568,user_319,Quý ông Dũng Dương,Phim_title_116,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-03-03
1569,user_417,An Đức Đặng,Phim_title_46,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-07-28
1570,user_243,Nhật Mai,Phim_title_116,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-03-25
1571,user_090,Hoàng Đặng,Phim_title_108,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-10-01
1572,user_150,Thành Bảo Mai,Phim_title_66,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-01-06
1573,user_345,Chị Nhật Nguyễn,Phim_title_67,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-01-29
1574,user_493,Anh Quang Nguyễn,Phim_title_118,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-06-12
1575,user_195,Quý cô Dương Dương,Phim_title_82,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-04-24
1576,user_178,Phương Đặng,Phim_title_141,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-08-02
1577,user_146,Bà Vi Nguyễn,Phim_title_97,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-09-12
1578,user_166,Hà Văn Trần,Phim_title_114,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-03-18
1579,user_318,Bà Nhật Dương,Phim_title_199,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-08-03
1580,user_386,Quý cô Xuân Vũ,Phim_title_132,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-07-04
1581,user_258,Nhật Phạm,Phim_title_65,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-10-18
1582,user_415,Kim Trần,Phim_title_15,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-04-17
1583,user_400,Tú Mai,Phim_title_109,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-12-26
1584,user_425,Trung Dương,Phim_title_13,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-05-06
1585,user_241,Chị Mai Trần,Phim_title_144,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-10-21
1586,user_233,Minh Mai Phạm,Phim_title_190,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-08-24
1587,user_354,Chị Hải Phạm,Phim_title_11,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-09-26
1588,user_461,Trọng Tấn Lê,Phim_title_199,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-09-16
1589,user_428,Vi Hoàng,Phim_title_79,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-03-06
1590,user_012,Quý ông Phúc Trần,Phim_title_54,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-03-22
1591,user_097,Mai Bùi,Phim_title_199,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-09-19
1592,user_304,Trung Trí Trần,Phim_title_49,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-09-17
1593,user_112,Bác Nam Vũ,Phim_title_54,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-09-30
1594,user_188,Quý cô Khoa Lê,Phim_title_37,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-04-23
1595,user_022,Phương Lê,Phim_title_145,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-12-06
1596,user_264,Ông Bảo Hoàng,Phim_title_179,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-04-17
1597,user_002,Kim Đặng,Phim_title_81,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-12-30
1598,user_395,Quang Thế Bùi,Phim_title_75,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-03-27
1599,user_490,An Vũ,Phim_title_104,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-11-22
1600,user_058,Thành Mai Bảo Đặng,Phim_title_162,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-03-04
1601,user_298,Thành Quang Phạm,Phim_title_1,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-10-12
1602,user_269,Anh Nhiên Lê,Phim_title_172,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-07-31
1603,user_405,Bà Khoa Vũ,Phim_title_128,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-06-26
1604,user_305,Nam Hoàng,Phim_title_102,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-09-25
1605,user_280,Nhật Hữu Nguyễn,Phim_title_28,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-10-20
1606,user_073,Nhiên Trí Lê,Phim_title_111,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-01-18
1607,user_228,Quý ông Huy Bùi,Phim_title_123,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-10-22
1608,user_265,Cô Lan Vũ,Phim_title_192,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-06-17
1609,user_199,Nam Đặng,Phim_title_107,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2020-11-28
1610,user_382,Lâm Hoàng Hoàng,Phim_title_186,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-11-30
1611,user_056,Chị Hồng Đặng,Phim_title_20,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-11-07
1612,user_151,Khoa Mai Nguyễn,Phim_title_77,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-06-08
1613,user_145,Huy Bùi,Phim_title_73,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-02-05
1614,user_355,Chị Thành Bùi,Phim_title_165,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-09-16
1615,user_061,Anh Bùi,Phim_title_55,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-10-11
1616,user_387,Bác Trung Nguyễn,Phim_title_66,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-07-26
1617,user_154,Quý cô Hạnh Vũ,Phim_title_28,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-01-05
1618,user_407,Yến Trần,Phim_title_75,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-03-29
1619,user_310,Hải Phạm,Phim_title_116,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-04-22
1620,user_093,Quý cô Kim Dương,Phim_title_191,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-05-27
1621,user_337,Tùng Nguyễn,Phim_title_62,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-02-01
1622,user_388,Trọng Hoàng,Phim_title_70,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-08-14
1623,user_456,Trung Hoàng Lê,Phim_title_188,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-04-21
1624,user_203,Trọng Mai,Phim_title_177,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-05-09
1625,user_267,Nhiên Vũ,Phim_title_115,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-02-12
1626,user_099,Ngọc Mai,Phim_title_100,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-12-14
1627,user_313,Chị Bảo Phạm,Phim_title_77,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-11-26
1628,user_429,Ông Hưng Nguyễn,Phim_title_128,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-10-27
1629,user_324,Nhật Hoàng,Phim_title_19,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-07-24
1630,user_151,Khoa Mai Nguyễn,Phim_title_28,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-07-22
1631,user_019,Cô Phương Bùi,Phim_title_161,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-07-29
1632,user_056,Chị Hồng Đặng,Phim_title_193,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-06-30
1633,user_091,Anh Hưng Bùi,Phim_title_22,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-07-15
1634,user_463,Quý cô Hương Hoàng,Phim_title_102,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-02-15
1635,user_478,Thảo Đặng,Phim_title_121,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-03-08
1636,user_398,Ông Khoa Phạm,Phim_title_88,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-02-14
1637,user_129,Huy Trí Bùi,Phim_title_90,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-12-12
1638,user_124,Anh Dương,Phim_title_37,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-03-14
1639,user_115,Minh Quang Phạm,Phim_title_110,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-02-02
1640,user_379,Nhật Đặng,Phim_title_148,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-04-19
1641,user_301,Chị Phương Đặng,Phim_title_174,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-03-31
1642,user_205,Bác Quang Nguyễn,Phim_title_148,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-06-29
1643,user_449,Châu Phú Trần,Phim_title_41,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-04-13
1644,user_468,Quang Quang Vũ,Phim_title_139,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-09-02
1645,user_001,Anh Phạm,Phim_title_150,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-07-29
1646,user_222,Quang Dương,Phim_title_87,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-05-20
1647,user_304,Trung Trí Trần,Phim_title_159,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-01-23
1648,user_184,Chị Duyên Phạm,Phim_title_68,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-07-19
